StudentNumber,JTE-234,ATE-003,TGL-013,PPL-239,WDM-974,GHL-823,HLU-200,MON-014,FEA-907,LPG-307,TSO-010,LDE-009,JJP-001,MTE-004,LUU-003,LOE-103,PLO-132,BKO-800,SLE-332,BKO-801,DSE-003,DSE-005,ATE-014,JTW-004,ATE-008,DSE-007,ATE-214,JHF-101,KMO-007,WOT-104
1001196,7.79264588821915,8.0,7.15102459753775,7.57055307320606,7.34219362626026,7.09896993161998,7.94737187725234,7.4747807473937,8.31781745438693,8.1297657661637,,7.26174743085665,8.28318045091497,8.0,7.91822373127403,7.0,,7.0,7.94613475886264,,8.0,8.59853656569388,7.01241337256551,8.03669622217111,7.09508394719217,7.0,9.0,6.92970893917575,7.73003683702602,6.86297683420395
1000531,9.66865325126328,10.0,8.87256757417573,9.39309364689259,9.10975877696002,8.80798122929509,9.86062808989701,9.27426502018101,10.0,10.0,,9.009945904683,10.0,10.0,9.82446279759141,10.0,,9.0,9.85909314670669,,9.0,10.0,8.70058697988034,9.9714564440022,8.80315973008785,9.0,10.0,8.59797221972594,9.5909716505515,8.51517497820433
1000699,9.52434497854192,10.0,8.7401411784866,9.25289820452156,8.97379221369129,8.67651880900448,9.71345452077406,9.13584313958999,10.0,9.93638038509389,,8.87546908593394,10.0,10.0,9.67782900900763,10.0,,8.0,9.71194248718601,,9.0,10.0,8.57072745900401,9.82262872016567,8.67176927247958,9.0,10.0,8.46964426259574,9.44782280482889,8.38808280092885
1000548,9.38003670582057,10.0,8.60771478279747,9.11270276215052,8.83782565042256,8.54505638871388,9.5662809516511,8.99742125899896,10.0,9.78582915099792,,8.74099226718488,9.97049497500955,9.0,9.53119522042385,10.0,,8.0,9.56479182766532,,10.0,10.0,8.44086793812768,9.67380099632914,8.54037881487131,8.0,10.0,8.34131630546555,9.30467395910627,8.26099062365336
1000581,9.38003670582057,10.0,8.60771478279747,9.11270276215052,8.83782565042256,8.54505638871388,9.5662809516511,8.99742125899896,10.0,9.78582915099792,,8.74099226718488,9.97049497500955,10.0,9.53119522042385,9.0,,9.0,9.56479182766532,,8.0,10.0,8.44086793812768,9.67380099632914,8.54037881487131,9.0,10.0,8.34131630546555,9.30467395910627,8.26099062365336
1000595,9.38003670582057,10.0,8.60771478279747,9.11270276215052,8.83782565042256,8.54505638871388,9.5662809516511,8.99742125899896,10.0,9.78582915099792,,8.74099226718488,9.97049497500955,9.0,9.53119522042385,10.0,,8.0,9.56479182766532,,10.0,10.0,8.44086793812768,9.67380099632914,8.54037881487131,8.0,10.0,8.34131630546555,9.30467395910627,8.26099062365336
1000192,9.23572843309921,10.0,8.47528838710834,8.97250731977949,8.70185908715383,8.41359396842327,9.41910738252814,8.85899937840794,9.85815399118132,9.63527791690195,,8.60651544843582,9.81710272792722,9.0,9.38456143184007,9.0,,8.0,9.41764116814464,,9.0,10.0,8.31100841725134,9.52497327249261,8.40898835726304,9.0,10.0,8.21298834833535,9.16152511338365,8.13389844637787
1000624,9.23572843309921,10.0,8.47528838710834,8.97250731977949,8.70185908715383,8.41359396842327,9.41910738252814,8.85899937840794,9.85815399118132,9.63527791690195,,8.60651544843582,9.81710272792722,9.0,9.38456143184007,9.0,,8.0,9.41764116814464,,10.0,10.0,8.31100841725134,9.52497327249261,8.40898835726304,8.0,10.0,8.21298834833535,9.16152511338365,8.13389844637787
1000876,9.23572843309921,9.0,8.47528838710834,8.97250731977949,8.70185908715383,8.41359396842327,9.41910738252814,8.85899937840794,9.85815399118132,9.63527791690195,,8.60651544843582,9.81710272792722,9.0,9.38456143184007,10.0,,8.0,9.41764116814464,,10.0,10.0,8.31100841725134,9.52497327249261,8.40898835726304,8.0,10.0,8.21298834833535,9.16152511338365,8.13389844637787
1000096,9.09142023331125,10.0,8.3428620583475,8.83231194826322,8.56589259260259,8.28213161457377,9.2719338877867,8.72057756777532,9.70412039588834,9.48472675889457,,8.47203869765133,9.66371055836932,9.0,9.237927717365,8.0,,8.0,9.27049058299389,,8.0,10.0,8.18114896200601,9.3761456238736,8.2775979660595,10.0,10.0,8.0846604560621,9.01837634000845,8.00680633333476
